Date,close_aapl,close_amzn,close_googl,close_msft,close_nvda,close_tsla,high_aapl,high_amzn,high_googl,high_msft,high_nvda,high_tsla,low_aapl,low_amzn,low_googl,low_msft,low_nvda,low_tsla,open_aapl,open_amzn,open_googl,open_msft,open_nvda,open_tsla,volume_aapl,volume_amzn,volume_googl,volume_msft,volume_nvda,volume_tsla,daily_return_aapl,cumulative_return_aapl,ma50_aapl,ma200_aapl,volatility_aapl,daily_return_amzn,cumulative_return_amzn,ma50_amzn,ma200_amzn,volatility_amzn,daily_return_googl,cumulative_return_googl,ma50_googl,ma200_googl,volatility_googl,daily_return_msft,cumulative_return_msft,ma50_msft,ma200_msft,volatility_msft,daily_return_nvda,cumulative_return_nvda,ma50_nvda,ma200_nvda,volatility_nvda,daily_return_tsla,cumulative_return_tsla,ma50_tsla,ma200_tsla,volatility_tsla
2020-01-02,72.6208267211914,94.90049743652344,68.02601623535156,153.04232788085938,5.971746444702148,28.68400001525879,72.68127355425736,94.90049743652344,68.02601623535156,153.14713892548826,5.971746444702148,28.71333312988281,71.37320320125843,93.2074966430664,66.92313363598711,150.8603710012965,5.892342616375051,28.11400032043457,71.62707694862993,93.75,67.01856198170586,151.28913816971797,5.942872368471369,28.299999237060547,135480400,80580000,27278000,22622100,237536000,142981500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,71.9148178100586,93.74849700927734,67.67015838623047,151.13662719726562,5.876162528991699,29.53400039672852,72.67644657227763,94.30999755859376,68.27801648199674,152.40388225400224,5.919971911233805,30.26666641235352,71.68995732022762,93.2249984741211,66.96439199217293,150.60304918156822,5.827125931377221,29.12800025939941,71.84711763961168,93.2249984741211,66.99819348601369,150.85079221664952,5.852017636623186,29.36666679382324,146322800,75288000,23408000,21116200,205384000,266677500,-0.009721851747066301,-0.009721851747066301,,,,-0.012139034655920922,-0.012139034655920922,,,,-0.005231202249003086,-0.005231202249003086,,,,-0.01245211511077704,-0.01245211511077704,,,,-0.016006023798154856,-0.016006023798154856,,,,0.02963325829792085,0.02963325829792085,,,
2020-01-06,72.48786926269531,95.1439971923828,69.47384643554688,151.5272979736328,5.900805473327637,30.1026668548584,72.52655613732102,95.18450164794922,69.499191867548,151.59400249956286,5.906032689136935,30.10400009155273,70.78327081623632,93.0,67.14729959032974,149.12618220164595,5.756683394717106,29.333332061767575,71.03473181192003,93.0,67.17860597671533,149.66929777937992,5.782819473763594,29.36466789245605,118387200,81236000,46768000,20813700,262636000,151995000,0.007968475344681591,-0.001830844738335835,,,,0.01488557393050649,0.0025658427767698555,,,,0.02665411301421483,0.02128347770926653,,,,0.002584884839710533,-0.009899417554638634,,,,0.004193713876080585,-0.011879434606177464,,,,0.01925463704513497,0.049458472976047,,,
2020-01-07,72.14693450927734,95.34300231933594,69.33965301513672,150.14572143554688,5.972244739532471,31.270666122436523,72.75381577050801,95.69450378417967,69.7566544085576,152.13711630992103,6.018045311441172,31.441999435424805,71.9269071243437,94.60199737548828,69.16321330579896,149.89799290182077,5.884128406356931,30.224000930786133,72.49752175701711,95.2249984741211,69.60556013264372,151.8036372690105,5.929182165303828,30.76000022888184,108872000,80898000,34330000,21634100,314856000,268231500,-0.004703335287486898,-0.006525568949159011,,,,0.0020916204156395946,0.004662829961544768,,,,-0.0019315674501289015,0.01931079978636885,,,,-0.00911767421818832,-0.0189268321086139,,,,0.012106697386949694,8.344206086707828e-05,,,,0.03880052465815398,0.09017801233446265,,,
2020-01-08,73.30748748779297,94.59850311279295,69.83319091796875,152.53729248046875,5.98344612121582,32.80933380126953,73.60972159387123,95.5500030517578,70.1716609025224,153.21380259511494,6.024766291068211,33.232666015625,71.84951045522199,94.3219985961914,69.21639136959885,150.4982536880769,5.927937929074284,31.215333938598636,71.84951045522199,94.9020004272461,69.3252356720482,151.43201531179338,5.968013252371926,31.57999992370605,132079200,70160000,35314000,27746500,277108000,467164500,0.016085963823818217,0.009455424808613166,,,,-0.007808640261289468,-0.003182220661513968,,,,0.0071176863651782885,0.026565934367887234,,,,0.01592833296917151,-0.003299972023319997,,,,0.0018755731172910295,0.001959171679844385,,,,0.04920482578812169,0.1438200315094207,,,
2020-01-09,74.8646240234375,95.05249786376952,70.56629180908203,154.44296264648438,6.049160003662109,32.089332580566406,75.05805096656148,95.89099884033205,71.00813806104328,154.5668341975591,6.121594691054852,33.25333404541016,74.03529512111521,94.79000091552734,70.09014352664377,153.432973337792,5.995394216547652,31.524667739868164,74.28674867142341,95.49449920654295,70.67264858012106,154.2047570722111,6.069820088716528,33.13999938964844,170108400,63346000,33200000,21385000,255112000,426606000,0.021241166339302175,0.03089743539908385,,,,0.0047991747864684076,0.0016016820917907904,,,,0.010497886198189477,0.037342706721819274,,,,0.012493142726127893,0.009151943681328323,,,,0.010982614552721426,0.012963303059968068,,,,-0.021945011900097344,0.1187188873063767,,,
2020-01-10,75.03388214111328,94.15799713134766,71.02205657958984,153.72833251953125,6.081519603729248,31.87666702270508,75.59967116208304,95.34700012207033,71.31927765300694,155.51964293432806,6.186811226087123,32.3293342590332,74.53096758540974,94.0,70.55685186767951,153.57587747595,6.067331579693326,31.57999992370605,75.09916946286842,95.26850128173828,71.04740959554844,155.1385198642881,6.1564435182364425,32.11933135986328,140644800,57074000,26258000,20725900,316296000,194392500,0.0022608557764585147,0.0332281458208421,,,,-0.009410596802031157,-0.007823987494611218,,,,0.006458675365015543,0.04404256650680205,,,,-0.0046271459359976674,0.004482450366319224,,,,0.00534943695447776,0.018382086386886876,,,,-0.006627297633174156,0.1113048042723439,,,
2020-01-13,76.63691711425781,94.56500244140624,71.57225799560547,155.5768280029297,6.272189140319824,34.990665435791016,76.66351755996668,94.9000015258789,71.64432031834885,155.6054115095555,6.297329629706165,35.04199981689453,75.23213318778205,94.04000091552734,70.84362615810883,153.65212283627528,6.142005815273031,32.79999923706055,75.3506140079616,94.56549835205078,71.33467681431922,154.12853399859168,6.164657560955272,32.900001525878906,121532000,55616000,30730000,21626500,319840000,397764000,0.021364148134169092,0.05530218498455142,,,,0.00432257824569926,-0.0035352290470508363,,,,0.007746909094346721,0.052130669360158643,,,,0.012024429414555504,0.016560778688908817,,,,0.03135228512190524,0.05031069192232929,,,,0.0976889588509331,0.21986701356774918,,,
2020-01-14,75.60205841064453,93.47200012207033,71.10308074951172,154.48106384277344,6.155197143554688,35.861331939697266,76.7844019623262,94.35549926757812,71.70148932616486,155.88171360275174,6.254763483153179,36.49399948120117,75.47875189343146,92.92749786376952,70.96291488785906,154.09040326179172,6.142004241545948,34.99333190917969,76.57404817184627,94.29399871826172,71.57077301886883,155.68161454893516,6.229373746085979,36.28400039672852,161954400,68818000,26076000,23477400,359088000,434943000,-0.013503396829890879,0.04105202080525405,,,,-0.01155821171805238,-0.015052579839305635,,,,-0.00655529473616101,0.045233642721548506,,,,-0.007043234999852377,0.009400902232969965,,,,-0.018652498218376445,0.030719773612506218,,,,0.024882822120200876,0.25022074747665624,,,
2020-01-15,75.27809143066406,93.10099792480467,71.53099822998047,155.4815216064453,6.11263370513916,34.56666564941406,76.28392794287467,93.94300079345705,71.60952962523321,156.20567579261396,6.190295612396146,35.85599899291992,74.84528990021097,92.75450134277344,71.15624686686907,154.9003140143662,6.086746402720165,34.452667236328125,75.4014053711113,93.6125030517578,71.22384226289878,154.94794349384517,6.167893120888558,35.31733322143555,121923600,57932000,21550000,21417900,263104000,260532000,-0.004285160838092383,0.03659094545528241,,,,-0.003969126548925228,-0.01896196079396084,,,,0.006018269193936332,0.051524140154005416,,,,0.0064762485367793055,0.01593803334907995,,,,-0.006915040643352577,0.023592304486068638,,,,-0.03610201351305786,0.2050852611569487,,,
